district,Latitude,Longitude,rent,bedrooms,living-dining,bathrooms,loft,sqmeters,entire_building,building_type,use_type_en,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven,total_amens
Jing'an,31.21278,121.56217,15000,2,1,1,0,63,0,public housing,residential,1,0,0,0,0,0,1,0,2
Huangpu,31.21278,121.56217,15000,2,3,2,0,120,1,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,15000,2,2,1,0,70,0,public housing,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,15000,2,3,2,0,120,1,attached lane house,multi-use,0,1,0,0,1,1,0,0,3
Xuhui,31.21278,121.56217,15000,1,1,1,0,60,0,detached lane house,residential,1,1,0,1,1,0,1,0,5
Xuhui,31.21278,121.56217,15000,2,1,1,0,100,0,detached lane house,multi-use,1,1,0,1,0,1,0,0,4
Xuhui,31.21278,121.56217,15000,2,2,1,0,68,0,public housing,residential,1,0,0,0,1,1,1,0,4
Huangpu,31.21278,121.56217,15000,1,2,1,1,80,0,attached lane house,residential,0,0,0,0,1,1,0,0,2
Xuhui,31.209933,121.43732,15000,1,2,1,0,60,1,detached lane house,multi-use,1,1,1,1,1,0,1,0,6
Xuhui,31.21278,121.56217,15000,1,2,1,0,80,0,detached lane house,residential,1,0,0,0,1,0,1,0,3
Xuhui,31.21278,121.56217,15000,1,1,1,0,60,0,attached lane house,residential,1,1,0,1,1,0,0,1,5
Xuhui,31.21278,121.56217,15000,2,1,2,0,70,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,15000,1,2,1,1,60,0,detached lane house,multi-use,1,1,0,0,0,0,1,1,4
Changning,31.21278,121.56217,15300,1,2,1,0,60,0,detached lane house,residential,0,1,0,1,1,0,0,0,3
Xuhui,31.21278,121.56217,15500,2,2,1,0,95,0,public housing,residential,1,1,0,1,1,0,0,0,4
Jing'an,31.21278,121.56217,15500,2,2,2,0,80,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,31.21278,121.56217,15500,2,1,1,0,80,0,detached lane house,residential,0,1,1,1,0,0,0,0,3
Xuhui,31.21278,121.56217,15500,2,1,1,0,70,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,15500,1,1,1,0,65,1,attached lane house,residential,1,1,0,0,1,0,0,0,3
Huangpu,31.21278,121.56217,15500,2,2,2,0,140,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,15500,1,1,1,1,80,0,attached lane house,residential,1,1,0,0,1,0,1,0,4
Xuhui,31.21278,121.56217,15500,2,2,1,0,85,0,detached lane house,multi-use,1,1,1,0,1,0,1,1,6
Xuhui,31.21278,121.56217,15500,2,1,1,1,80,0,attached lane house,residential,1,1,0,0,1,0,1,0,4
Xuhui,31.21278,121.56217,15500,2,2,2,0,100,0,public housing,multi-use,1,1,0,1,1,1,1,0,6
Xuhui,31.21278,121.56217,15500,2,1,2,0,120,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,15500,1,2,1,0,75,0,detached lane house,multi-use,0,1,1,1,1,0,0,0,4
Xuhui,31.21278,121.56217,15500,1,2,1,0,60,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,31.218124,121.462857,15800,2,1,1,0,80,0,detached lane house,residential,1,1,1,1,0,0,0,0,4
Jing'an,31.21278,121.56217,15800,1,1,1,0,70,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,15800,2,2,1,0,68,0,public housing,multi-use,1,1,1,0,1,1,0,0,5
Huangpu,31.21278,121.56217,15800,1,2,1,0,70,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,15800,2,2,2,1,110,0,attached lane house,residential,0,0,0,0,1,0,0,1,2
Xuhui,31.21278,121.56217,15800,2,2,0,1,80,0,attached lane house,multi-use,1,1,0,1,1,0,0,1,5
Xuhui,31.21278,121.56217,15800,2,2,2,0,90,0,attached lane house,residential,1,1,0,1,0,1,0,0,4
Changning,31.21822,121.43709,15900,2,2,1,1,80,1,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.197463,121.391265,15999,2,2,1,0,87,0,attached lane house,residential,1,1,1,1,0,1,0,0,5
Xuhui,31.21278,121.56217,15999,1,1,1,0,60,0,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Xuhui,31.21278,121.56217,15999,1,1,1,0,75,0,detached lane house,residential,0,1,1,1,1,0,0,0,4
Xuhui,31.21278,121.56217,16000,2,1,2,0,98,0,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,31.21278,121.56217,16000,3,2,2,0,100,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,16000,1,1,1,0,60,0,public housing,residential,1,1,0,0,0,0,1,0,3
Jing'an,31.217713,121.451532,16000,4,1,1,0,100,0,detached lane house,multi-use,0,1,0,0,1,1,0,0,3
Jing'an,31.21278,121.56217,16000,2,2,2,1,72,0,attached lane house,residential,0,0,0,0,1,0,0,1,2
Huangpu,31.21278,121.56217,16000,2,2,1,0,70,0,public housing,residential,1,1,0,0,0,0,0,0,2
Huangpu,31.21278,121.56217,16000,2,2,2,0,120,0,attached lane house,multi-use,1,0,0,0,0,1,0,0,2
Xuhui,31.21278,121.56217,16000,2,1,1,0,36,1,attached lane house,residential,1,1,0,0,0,0,0,0,2
Jing'an,31.21278,121.56217,16000,2,2,1,0,110,0,detached lane house,residential,1,1,1,1,1,0,0,0,5
Xuhui,31.21278,121.56217,16000,1,2,1,0,80,0,public housing,residential,1,1,1,0,1,0,1,0,5
Xuhui,31.21278,121.56217,16000,2,2,2,0,101,0,detached lane house,residential,1,1,0,0,1,1,0,0,4
Huangpu,31.21278,121.56217,16000,2,2,2,0,130,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,16000,1,2,2,0,54,0,detached lane house,residential,0,0,0,0,1,1,0,0,2
Xuhui,31.21278,121.56217,16000,2,2,1,1,80,0,attached lane house,multi-use,1,1,0,0,1,0,0,0,3
Jing'an,31.21278,121.56217,16000,2,2,2,0,120,0,attached lane house,residential,0,0,0,0,0,1,0,0,1
Xuhui,31.225797,121.479756,16000,2,2,1,0,80,0,attached lane house,multi-use,1,1,1,1,1,0,0,1,6
Xuhui,31.211978,121.453262,16000,1,2,1,0,90,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,16000,3,2,1,0,110,0,attached lane house,residential,1,1,1,1,0,1,0,0,5
Xuhui,31.21278,121.56217,16000,1,2,1,0,70,0,public housing,residential,1,1,1,0,0,1,1,0,5
Xuhui,31.21278,121.56217,16000,2,2,1,0,90,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Changning,31.21278,121.56217,16000,2,2,2,0,120,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,16000,1,2,1,0,80,0,public housing,residential,1,1,1,0,1,1,1,1,7
Huangpu,31.21278,121.56217,16000,1,1,1,0,56,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,16000,2,1,1,0,100,0,public housing,multi-use,0,1,1,0,0,0,0,0,2
Jing'an,31.21278,121.56217,16000,2,1,1,0,50,0,attached lane house,residential,1,1,1,0,1,0,0,0,4
Jing'an,31.21278,121.56217,16000,2,2,2,0,120,0,attached lane house,residential,1,0,0,0,1,1,0,0,3
Xuhui,31.21278,121.56217,16000,2,2,2,0,70,0,attached lane house,residential,1,1,1,0,0,0,0,0,3
Xuhui,31.21278,121.56217,16000,2,2,1,0,70,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,16000,1,2,1,0,70,0,public housing,multi-use,1,1,1,1,1,1,0,0,6
Jing'an,31.21278,121.56217,16000,3,2,2,0,130,1,public housing,multi-use,0,1,0,0,0,1,0,0,2
Xuhui,31.21278,121.56217,16000,2,2,1,0,90,0,public housing,residential,1,1,1,0,1,1,0,1,6
Xuhui,31.21278,121.56217,16000,1,1,1,0,80,1,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Huangpu,31.21278,121.56217,16000,1,2,1,0,55,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,16000,1,1,1,0,90,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,16000,1,1,1,0,80,0,attached lane house,residential,1,0,0,0,1,1,1,0,4
Xuhui,31.21278,121.56217,16000,1,2,1,0,71,0,detached lane house,residential,0,1,0,0,0,1,0,0,2
Xuhui,31.21278,121.56217,16000,2,2,2,1,80,0,attached lane house,multi-use,1,1,0,0,0,0,1,0,3
Xuhui,31.208981,121.465341,16000,4,0,2,0,100,1,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21607,121.44443,16200,2,2,2,0,85,0,detached lane house,residential,1,1,0,0,0,1,0,0,3
Xuhui,31.20327187,121.4463145,16500,1,1,1,0,56,0,detached lane house,multi-use,1,1,0,0,0,0,1,0,3
Xuhui,31.21278,121.56217,16500,1,1,1,0,80,0,detached lane house,multi-use,0,1,0,0,1,1,0,0,3
Huangpu,31.21278,121.56217,16500,2,2,2,0,96,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.22284,121.44267,16500,2,1,1,0,90,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,31.21583,121.432733,16500,2,2,2,0,100,0,public housing,residential,1,1,1,0,1,1,0,0,5
Xuhui,31.211978,121.453262,16500,1,2,1,0,80,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,16500,2,2,2,0,90,0,public housing,residential,1,1,1,0,1,0,0,0,4
Jing'an,31.21278,121.56217,16500,1,2,2,0,80,0,detached lane house,multi-use,1,1,0,1,1,1,1,0,6
Huangpu,31.21278,121.56217,16500,1,2,2,0,80,0,detached lane house,multi-use,1,1,1,1,0,1,1,0,6
Xuhui,31.21278,121.56217,16500,2,1,1,0,80,0,public housing,residential,1,1,1,1,1,0,0,0,5
Jing'an,31.21278,121.56217,16500,1,1,2,1,50,0,detached lane house,multi-use,1,1,1,1,1,1,1,0,7
Jing'an,31.21278,121.56217,16500,1,2,1,0,80,0,attached lane house,multi-use,1,1,1,1,1,0,0,0,5
Jing'an,31.21278,121.56217,16500,1,1,2,1,50,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
Changning,31.21278,121.56217,16500,4,2,2,1,200,0,villa,multi-use,0,0,0,0,1,1,0,0,2
Jing'an,31.21278,121.56217,16500,3,2,2,1,95,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,16500,2,2,2,0,90,0,public housing,multi-use,1,1,1,1,1,1,0,0,6
Xuhui,31.21278,121.56217,16500,3,2,2,0,120,0,detached lane house,multi-use,1,1,1,1,1,1,0,0,6
Jing'an,31.21278,121.56217,16500,2,2,1,1,110,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,31.21278,121.56217,16800,1,1,1,0,50,0,attached lane house,multi-use,1,0,0,0,0,1,0,0,2
Xuhui,31.21278,121.56217,16800,2,2,1,0,90,0,attached lane house,residential,1,1,0,0,1,0,0,0,3
Jing'an,31.21278,121.56217,16800,2,2,1,1,138,0,detached lane house,residential,0,0,0,0,1,1,0,0,2
Jing'an,31.21278,121.56217,16800,2,1,1,0,120,0,public housing,residential,1,1,1,0,0,1,0,0,4
Xuhui,31.21278,121.56217,16800,1,2,1,0,110,0,attached lane house,residential,0,0,0,0,1,1,0,0,2
Jing'an,31.21278,121.56217,16800,2,2,2,0,100,0,detached lane house,residential,1,1,0,1,0,1,0,0,4
Xuhui,31.21278,121.56217,16800,2,1,1,0,80,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,16800,2,1,1,0,75,0,public housing,multi-use,1,0,1,0,0,0,1,1,4
Huangpu,31.225797,121.479756,16800,3,2,2,0,160,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,17000,1,2,1,0,60,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,31.21278,121.56217,17000,1,1,1,1,60,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,17000,2,1,1,0,95,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,17000,1,1,1,0,80,0,attached lane house,residential,0,0,0,0,1,1,0,0,2
Xuhui,31.21278,121.56217,17000,1,2,1,0,80,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,31.21278,121.56217,17000,2,1,1,0,100,0,public housing,residential,1,1,0,1,0,0,1,1,5
Xuhui,31.21278,121.56217,17000,2,1,1,0,90,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.217722,121.464635,17000,1,1,1,0,70,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Changning,31.21278,121.56217,17000,2,2,2,0,110,0,detached lane house,multi-use,0,0,0,0,1,0,0,1,2
Qingpu,31.21278,121.56217,17000,4,2,2,0,200,1,villa,residential,1,0,0,0,0,0,1,0,2
Xuhui,31.21278,121.56217,17000,2,1,2,0,90,0,attached lane house,residential,1,1,1,0,1,1,0,0,5
Jing'an,31.21278,121.56217,17500,3,0,1,0,100,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,17500,3,2,2,0,150,0,attached lane house,multi-use,1,1,0,0,0,0,0,0,2
Huangpu,31.21278,121.56217,17500,2,2,1,0,75,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Putuo,31.21278,121.56217,17500,6,2,2,0,216,0,villa,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,17500,2,1,2,0,90,0,public housing,multi-use,1,1,1,0,1,0,0,1,5
Xuhui,31.21278,121.56217,17500,3,2,2,0,100,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Jing'an,31.21278,121.56217,17500,2,2,1,1,148,0,attached lane house,residential,1,1,0,1,1,1,0,0,5
Huangpu,31.21278,121.56217,17800,1,2,1,0,90,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Changning,31.21822,121.43709,17800,2,1,1,0,80,1,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
,31.21278,121.56217,17800,6,3,5,0,300,1,villa,residential,1,1,1,0,1,1,1,0,6
Jing'an,31.21278,121.56217,17800,2,2,1,0,110,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,17800,2,2,1,0,110,0,detached lane house,residential,1,1,1,0,1,1,0,0,5
Jing'an,31.21278,121.56217,17800,2,2,2,1,100,0,detached lane house,residential,0,0,0,0,1,1,0,0,2
Jing'an,31.216306,121.434246,17800,2,1,1,0,100,0,public housing,residential,1,1,0,0,1,0,1,1,5
Pudong,31.21278,121.56217,17800,3,2,2,0,180,0,villa,multi-use,1,1,1,1,1,1,0,0,6
Pudong,31.21278,121.56217,17900,2,2,1,0,88,0,attached lane house,residential,0,0,0,0,0,1,0,0,1
Xuhui,31.21278,121.56217,17900,2,2,2,1,90,0,attached lane house,multi-use,1,1,1,1,0,1,0,0,5
Huangpu,31.21278,121.56217,18000,2,2,1,0,80,0,attached lane house,residential,1,1,0,0,0,1,0,0,3
Xuhui,31.21278,121.56217,18000,2,2,1,0,90,0,public housing,multi-use,1,1,0,0,1,0,0,0,3
Xuhui,31.21278,121.56217,18000,2,2,1,0,90,0,public housing,residential,0,0,0,0,0,1,0,0,1
Huangpu,31.21278,121.56217,18000,1,1,1,0,77,0,attached lane house,residential,1,1,0,0,1,0,0,0,3
Xuhui,31.21278,121.56217,18000,2,2,1,0,80,0,attached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,18000,2,2,2,0,120,0,public housing,residential,1,1,1,0,0,0,1,0,4
Xuhui,31.21278,121.56217,18000,2,2,1,0,125,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,18000,3,2,1,0,150,0,villa,residential,0,0,0,0,1,0,0,0,1
Minhang,31.21278,121.56217,18000,4,2,4,0,200,1,villa,multi-use,0,0,0,0,1,1,0,0,2
Huangpu,31.21278,121.56217,18000,2,2,2,0,120,0,attached lane house,residential,1,1,1,0,1,1,0,0,5
Xuhui,31.21278,121.56217,18000,1,1,1,0,70,0,detached lane house,multi-use,1,0,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,18000,2,2,1,0,90,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,18000,1,1,1,0,70,0,detached lane house,multi-use,0,0,0,0,0,0,0,0,0
Xuhui,31.21278,121.56217,18000,2,2,1,0,90,0,public housing,residential,1,1,1,0,0,1,0,0,4
Xuhui,31.21278,121.56217,18000,2,2,1,0,110,0,attached lane house,residential,0,1,0,0,0,1,0,0,2
Xuhui,31.21278,121.56217,18000,1,1,1,0,70,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Xuhui,31.21278,121.56217,18000,1,1,1,1,70,0,detached lane house,multi-use,0,1,0,0,1,0,1,0,3
Xuhui,31.21278,121.56217,18000,2,1,1,0,80,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Xuhui,31.21278,121.56217,18000,2,2,1,0,100,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,18000,1,2,1,0,110,0,public housing,residential,1,1,1,0,0,0,1,0,4
Pudong,31.21278,121.56217,18000,5,2,2,0,211,0,villa,residential,0,0,0,0,1,0,0,0,1
Huangpu,31.21278,121.56217,18000,2,2,1,0,120,0,detached lane house,multi-use,0,0,1,0,1,0,0,0,2
Xuhui,31.21278,121.56217,18000,2,1,1,0,63,0,public housing,residential,1,1,0,0,1,0,1,1,5
Xuhui,31.21278,121.56217,18000,2,2,1,0,80,0,attached lane house,residential,0,1,0,0,1,1,0,0,3
Xuhui,31.21278,121.56217,18000,3,1,1,0,100,0,detached lane house,residential,0,1,1,1,1,1,0,0,5
Jing'an,31.21278,121.56217,18000,2,2,2,0,85,0,public housing,multi-use,1,1,1,0,1,0,0,1,5
Huangpu,31.21278,121.56217,18000,2,2,2,0,80,0,attached lane house,multi-use,1,0,0,0,1,1,1,0,4
Huangpu,31.21278,121.56217,18000,2,2,2,0,100,0,detached lane house,residential,1,0,0,0,1,1,0,0,3
Xuhui,31.21278,121.56217,18000,2,1,1,1,100,0,attached lane house,residential,1,0,0,0,1,1,0,0,3
Xuhui,31.21278,121.56217,18000,2,2,2,0,115,0,detached lane house,residential,1,1,0,0,0,1,1,0,4
Jing'an,31.21278,121.56217,18000,1,1,2,0,70,0,attached lane house,multi-use,0,0,0,0,1,1,0,0,2
Xuhui,31.21278,121.56217,18000,1,2,2,0,80,0,detached lane house,multi-use,1,1,0,0,1,0,1,0,4
Xuhui,31.21269,121.440646,18000,1,1,1,0,55,0,public housing,residential,1,1,1,0,1,0,1,0,5
Xuhui,31.21278,121.56217,18000,2,1,1,0,80,0,public housing,residential,1,1,0,0,0,0,0,0,2
Xuhui,31.20327187,121.4463145,18000,1,1,1,0,50,0,detached lane house,residential,1,0,0,0,1,0,1,0,3
Jing'an,31.21278,121.56217,18000,2,2,2,0,145,0,public housing,residential,0,1,0,0,0,1,0,1,3
Xuhui,31.21278,121.56217,18000,2,2,2,0,90,0,public housing,residential,1,1,1,1,0,0,0,1,5
Xuhui,31.21278,121.56217,18000,2,2,2,0,115,0,detached lane house,residential,0,0,0,0,0,1,1,0,2
Xuhui,31.21278,121.56217,18000,2,2,1,0,100,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,18000,2,2,2,0,100,0,public housing,multi-use,1,1,0,0,0,0,1,0,3
Huangpu,31.21278,121.56217,18000,2,2,1,0,97,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,18000,1,2,1,0,80,0,detached lane house,residential,1,0,0,0,0,0,1,0,2
Xuhui,31.21278,121.56217,18000,1,1,1,1,68,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,18000,2,2,2,0,90,0,public housing,residential,1,1,0,0,1,0,1,0,4
Xuhui,31.21278,121.56217,18000,2,2,2,0,110,0,public housing,residential,1,1,1,0,1,1,0,1,6
Xuhui,31.21278,121.56217,18000,1,1,1,1,60,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,18000,3,2,1,0,150,0,attached lane house,residential,1,0,1,0,1,0,0,0,3
Qingpu,31.21278,121.56217,18000,4,2,3,0,242,0,villa,residential,0,1,0,0,1,1,0,0,3
Xuhui,31.21278,121.56217,18500,3,2,2,0,135,0,detached lane house,multi-use,1,0,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,18500,1,1,1,1,110,0,attached lane house,residential,1,1,0,0,0,0,1,0,3
Xuhui,31.21607,121.44443,18500,2,2,1,0,100,0,attached lane house,residential,1,1,1,0,1,0,1,1,6
Xuhui,31.21278,121.56217,18700,2,2,1,0,90,0,public housing,residential,1,1,1,0,1,0,1,0,5
Jing'an,31.21278,121.56217,18800,2,2,2,0,150,1,detached lane house,multi-use,1,1,1,0,1,0,0,0,4
Jing'an,31.21278,121.56217,18800,3,2,3,1,150,0,detached lane house,residential,1,1,1,0,1,1,0,0,5
Xuhui,31.210505,121.435576,18800,2,2,2,0,90,0,detached lane house,residential,1,1,1,0,1,0,0,0,4
Xuhui,31.21278,121.56217,18800,2,2,2,0,100,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,18800,2,2,2,0,150,0,detached lane house,residential,0,0,0,0,1,1,0,0,2
Xuhui,31.21278,121.56217,18800,2,2,1,0,110,0,public housing,residential,1,1,0,0,0,0,0,0,2
Xuhui,31.21278,121.56217,18800,3,2,2,0,135,0,detached lane house,multi-use,0,0,0,0,1,1,0,1,3
Jing'an,31.21278,121.56217,19000,2,2,1,0,100,0,attached lane house,residential,1,1,0,0,0,1,0,0,3
Xuhui,31.21278,121.56217,19000,1,1,2,1,70,0,attached lane house,residential,1,0,0,0,0,0,1,0,2
Jing'an,31.22284,121.44267,19000,1,1,1,0,68,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,19000,2,2,1,0,95,0,public housing,residential,0,1,1,0,1,0,0,0,3
Xuhui,31.21278,121.56217,19000,2,2,1,0,100,0,attached lane house,residential,1,1,0,1,0,1,0,0,4
Xuhui,31.21278,121.56217,19000,3,2,3,0,180,0,detached lane house,multi-use,1,1,0,0,1,1,0,0,4
Xuhui,31.21278,121.56217,19000,2,2,2,0,70,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,19000,2,2,2,0,120,0,attached lane house,multi-use,1,1,1,1,1,1,0,0,6
Xuhui,31.21278,121.56217,19000,4,2,2,0,200,0,attached lane house,multi-use,1,1,1,0,0,0,0,0,3
Xuhui,31.21278,121.56217,19000,2,2,2,0,73,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,19000,2,2,1,0,110,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,19000,2,1,1,0,100,0,public housing,residential,1,1,0,1,0,0,0,1,4
Jing'an,31.21278,121.56217,19000,2,2,1,0,90,0,attached lane house,residential,0,0,0,0,1,1,0,0,2
Xuhui,31.21278,121.56217,19000,2,2,1,0,110,0,detached lane house,residential,1,1,0,0,0,0,1,0,3
Xuhui,31.21278,121.56217,19500,3,2,2,0,135,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,31.21278,121.56217,19500,2,2,2,0,90,0,attached lane house,residential,1,1,1,1,1,1,1,0,7
Xuhui,31.218124,121.462857,19500,2,2,2,0,135,0,attached lane house,multi-use,1,1,0,1,0,0,0,0,3
Xuhui,31.21278,121.56217,19500,2,2,1,0,80,0,public housing,residential,1,1,1,0,0,0,0,0,3
Jing'an,31.21278,121.56217,19800,2,2,2,0,150,1,detached lane house,multi-use,1,1,1,0,1,0,0,0,4
Changning,31.21278,121.56217,19800,3,2,2,0,150,0,attached lane house,multi-use,1,1,0,0,1,0,0,1,4
Jing'an,31.21278,121.56217,19800,3,2,2,0,120,0,detached lane house,residential,1,0,0,0,0,0,1,1,3
Jing'an,31.21278,121.56217,19800,3,2,2,0,120,0,attached lane house,multi-use,1,1,1,1,1,0,0,0,5
Xuhui,31.21278,121.56217,19800,2,2,1,0,100,0,detached lane house,residential,1,1,0,0,1,1,1,0,5
Jing'an,31.21278,121.56217,19800,2,2,1,0,70,0,public housing,residential,0,0,0,0,1,0,0,0,1
Pudong,31.21278,121.56217,19800,2,1,1,0,80,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,19900,2,2,1,0,100,0,attached lane house,residential,1,0,0,0,1,0,1,0,3
,31.21278,121.56217,19900,5,3,3,0,249,1,villa,residential,0,1,1,1,1,0,0,0,4
Jing'an,31.21278,121.56217,19999,2,2,2,0,80,0,attached lane house,residential,1,1,0,0,0,1,1,0,4
Xuhui,31.21278,121.56217,20000,2,2,2,0,120,0,attached lane house,multi-use,0,0,0,0,1,1,0,0,2
Xuhui,31.21278,121.56217,20000,2,1,2,0,100,0,attached lane house,multi-use,1,1,0,0,1,1,0,0,4
Xuhui,31.21278,121.56217,20000,3,2,2,0,150,0,detached lane house,residential,1,1,1,1,1,1,0,0,6
Huangpu,31.21278,121.56217,20000,3,1,2,0,100,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,31.21278,121.56217,20000,2,2,1,0,110,0,public housing,residential,1,1,0,0,0,1,1,0,4
,31.21278,121.56217,20000,4,2,3,0,300,1,villa,residential,0,1,1,1,1,1,0,0,5
Xuhui,31.20167,121.44938,20000,1,1,1,0,90,0,detached lane house,residential,1,1,1,0,1,0,0,0,4
Xuhui,31.21278,121.56217,20000,2,2,1,0,70,0,attached lane house,residential,1,1,1,1,0,0,0,0,4
Changning,31.21278,121.56217,20000,2,2,1,1,110,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,20000,1,2,2,1,90,0,detached lane house,residential,1,1,1,1,1,0,0,0,5
Huangpu,31.20638035,121.4651336,20000,3,2,2,0,150,0,attached lane house,multi-use,0,1,1,0,1,1,0,0,4
Xuhui,31.21278,121.56217,20000,2,2,2,0,120,0,detached lane house,residential,1,0,0,0,0,1,1,0,3
Jing'an,31.21278,121.56217,20000,2,2,1,0,100,0,attached lane house,residential,0,0,0,0,0,1,0,0,1
Changning,31.21822,121.43709,20000,7,2,4,0,225,1,attached lane house,multi-use,0,0,0,0,1,1,0,0,2
Xuhui,31.21278,121.56217,20000,2,2,1,0,110,0,attached lane house,residential,1,1,1,0,0,0,1,0,4
Huangpu,31.21278,121.56217,20000,3,2,2,0,150,1,detached lane house,residential,0,1,1,1,1,1,0,0,5
Xuhui,31.21278,121.56217,20000,2,2,1,1,100,1,detached lane house,multi-use,1,1,1,1,1,0,1,0,6
Xuhui,31.21278,121.56217,20000,3,2,1,0,140,0,public housing,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,20000,2,2,2,0,65,0,attached lane house,residential,0,1,0,0,1,1,0,0,3
Xuhui,31.21278,121.56217,20000,2,2,2,1,90,0,attached lane house,multi-use,1,1,0,1,1,0,1,0,5
