district,Latitude,Longitude,rent,bedrooms,living-dining,bathrooms,loft,sqmeters,entire_building,building_type,use_type_en,heat,ac,balcony,WIFI,outdoor_space,bathtub,floor_heat,oven,total_amens
Yangpu,31.21278,121.56217,8000,3,2,2,0,125,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,31.21278,121.56217,8000,1,2,1,1,80,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,8000,1,1,1,0,50,0,attached lane house,multi-use,0,1,1,1,0,0,0,0,3
Jing'an,31.21278,121.56217,8000,1,2,1,0,70,0,detached lane house,residential,1,1,1,1,0,0,0,0,4
Jing'an,31.21278,121.56217,8000,1,1,1,0,45,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,8000,1,1,1,0,60,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,31.21278,121.56217,8000,1,2,1,1,65,0,attached lane house,residential,0,1,0,0,0,0,0,1,2
Jing'an,31.21278,121.56217,8000,1,1,1,0,45,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,8000,1,1,1,0,40,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,8000,1,1,1,0,70,0,detached lane house,residential,1,1,1,1,1,0,0,0,5
Jing'an,31.21278,121.56217,8000,1,1,1,0,45,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,31.21278,121.56217,8000,1,1,1,0,50,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,8000,1,1,1,1,30,0,attached lane house,multi-use,1,0,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,8000,1,1,1,0,60,0,detached lane house,multi-use,1,1,1,0,1,0,0,0,4
Xuhui,31.21278,121.56217,8000,1,1,1,0,50,0,detached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,8000,1,1,1,0,50,0,detached lane house,multi-use,0,1,0,1,0,0,0,0,2
Xuhui,31.21278,121.56217,8000,1,1,1,0,40,0,attached lane house,multi-use,0,0,0,0,1,1,0,0,2
Jing'an,31.24863,121.47429,8000,1,1,1,0,75,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.217892,121.445386,8000,1,1,1,0,45,0,public housing,residential,0,1,1,0,0,0,0,1,3
Xuhui,31.21278,121.56217,8000,2,1,1,0,50,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,31.21278,121.56217,8000,1,1,1,1,60,0,detached lane house,residential,1,1,1,1,0,0,0,0,4
Minhang,31.21278,121.56217,8000,2,1,1,0,65,0,public housing,residential,1,1,1,1,1,0,0,0,5
Jing'an,31.217892,121.445386,8000,1,1,1,0,45,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,31.21278,121.56217,8000,1,1,1,0,50,0,public housing,residential,0,0,0,0,1,0,0,0,1
Changning,31.21278,121.56217,8000,1,1,1,0,65,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,8000,1,1,1,0,50,0,detached lane house,multi-use,1,1,1,1,0,1,0,0,5
Xuhui,31.21278,121.56217,8000,1,1,1,0,45,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Jing'an,31.21278,121.56217,8000,2,2,1,0,60,0,attached lane house,residential,0,1,0,1,1,0,0,0,3
Xuhui,31.21278,121.56217,8000,1,0,0,0,25,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,8000,2,1,1,0,60,0,public housing,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,8000,1,1,1,0,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,8000,1,1,1,0,50,0,attached lane house,multi-use,1,1,0,1,1,0,0,0,4
Huangpu,31.21278,121.56217,8000,1,1,1,0,30,0,attached lane house,residential,0,1,0,1,1,0,0,0,3
Jing'an,31.21278,121.56217,8000,1,1,1,0,35,0,attached lane house,residential,1,1,0,0,0,0,0,0,2
Xuhui,31.20167,121.44938,8000,1,1,1,1,40,0,detached lane house,multi-use,1,0,0,0,1,0,1,0,3
Jing'an,31.21278,121.56217,8000,1,1,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,8000,1,1,1,0,55,0,public housing,residential,1,1,1,0,0,0,0,0,3
Xuhui,31.21278,121.56217,8000,1,1,1,0,55,0,detached lane house,residential,1,1,0,1,1,0,1,0,5
Jing'an,31.21278,121.56217,8000,1,1,1,0,53,0,attached lane house,residential,1,1,1,0,1,0,0,0,4
Huangpu,31.21278,121.56217,8000,2,2,1,0,50,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Pudong,31.21278,121.56217,8000,1,1,1,0,45,0,public housing,residential,0,1,1,1,1,0,0,0,4
Huangpu,31.21278,121.56217,8100,1,1,1,0,25,0,detached lane house,multi-use,0,1,1,0,0,0,0,0,2
Pudong,31.21278,121.56217,8200,2,1,1,0,62,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Jing'an,31.21278,121.56217,8200,1,1,1,0,45,0,public housing,residential,0,1,0,1,0,0,0,1,3
Jing'an,31.21278,121.56217,8200,2,2,1,0,65,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,8200,1,2,1,1,80,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,8200,2,1,1,0,76,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Changning,31.21278,121.56217,8200,2,1,1,0,60,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,31.21278,121.56217,8200,1,1,1,0,50,0,public housing,residential,1,1,1,1,1,0,0,1,6
Huangpu,31.218124,121.462857,8200,2,1,1,0,80,0,detached lane house,residential,1,1,0,0,0,0,0,0,2
Changning,31.214392,121.4313,8200,2,1,1,0,51,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21607,121.44443,8200,1,1,1,0,45,0,public housing,residential,1,0,0,0,1,0,1,0,3
Xuhui,31.21278,121.56217,8200,2,0,1,0,48,0,public housing,residential,0,0,0,0,1,1,0,0,2
Changning,31.21278,121.56217,8200,1,2,1,0,55,0,public housing,residential,1,1,1,0,0,0,0,0,3
Changning,31.21813,121.42128,8200,1,1,1,0,50,0,public housing,multi-use,1,1,1,0,1,0,0,0,4
Jing'an,31.21278,121.56217,8200,1,1,1,0,60,0,detached lane house,residential,1,1,0,0,1,0,0,0,3
Xuhui,31.21278,121.56217,8200,2,1,1,0,55,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.191066,121.446871,8200,2,2,1,0,65,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,31.21278,121.56217,8200,1,1,1,0,60,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,8200,2,1,1,0,65,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,8300,1,2,1,0,60,0,public housing,multi-use,0,1,1,0,0,0,0,0,2
Jing'an,31.21278,121.56217,8300,1,1,1,0,55,0,public housing,residential,1,1,0,1,0,0,0,0,3
Jing'an,31.21278,121.56217,8300,1,1,1,0,50,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,8300,1,1,1,0,45,0,public housing,residential,1,0,0,0,1,1,0,0,3
Xuhui,31.21278,121.56217,8300,1,1,1,0,60,0,detached lane house,residential,0,1,1,0,0,0,0,0,2
Changning,31.21278,121.56217,8300,2,1,1,0,50,0,public housing,residential,0,1,1,0,0,0,0,0,2
Changning,31.21278,121.56217,8300,2,1,1,0,60,0,public housing,residential,1,1,1,0,1,0,0,0,4
Jing'an,31.21278,121.56217,8300,1,1,1,0,50,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
Changning,31.21278,121.56217,8400,1,1,1,0,48,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,31.21813,121.42128,8400,1,1,1,0,50,0,public housing,multi-use,1,1,1,0,1,0,0,0,4
Huangpu,31.21278,121.56217,8499,2,0,1,1,75,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,8500,3,1,3,0,70,0,public housing,residential,1,1,0,1,1,0,1,0,5
Xuhui,31.21278,121.56217,8500,1,1,1,0,33,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Jing'an,31.21278,121.56217,8500,1,1,1,0,60,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,8500,1,1,1,1,70,0,attached lane house,residential,0,1,1,1,1,0,0,0,4
Huangpu,31.21278,121.56217,8500,1,1,1,0,65,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Jing'an,31.21278,121.56217,8500,1,1,1,0,70,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,8500,1,0,1,0,50,0,public housing,multi-use,0,0,0,0,1,0,0,0,1
Changning,31.21278,121.56217,8500,1,1,1,1,50,0,attached lane house,residential,0,1,0,0,0,0,0,1,2
Xuhui,31.21278,121.56217,8500,1,1,1,0,60,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Jing'an,31.21278,121.56217,8500,1,2,2,1,60,0,attached lane house,multi-use,1,1,0,1,0,0,0,0,3
Huangpu,31.21278,121.56217,8500,1,1,1,0,40,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,8500,1,2,1,0,52,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Jing'an,31.21278,121.56217,8500,1,1,1,0,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,8500,1,1,1,0,50,0,detached lane house,residential,1,1,1,1,1,0,0,0,5
Xuhui,31.21278,121.56217,8500,2,1,1,0,60,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.20525693,121.4495566,8500,1,1,1,1,60,0,attached lane house,residential,0,1,0,0,0,1,0,0,2
Xuhui,31.21278,121.56217,8500,1,2,1,0,65,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21607,121.44443,8500,1,1,1,0,45,0,public housing,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,8500,1,1,1,0,50,0,attached lane house,residential,1,1,0,0,0,0,1,0,3
Changning,31.21278,121.56217,8500,1,1,1,0,76,0,attached lane house,residential,1,1,1,1,0,0,0,0,4
Xuhui,31.21278,121.56217,8500,1,1,1,0,60,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Huangpu,31.21278,121.56217,8500,1,1,1,0,60,0,attached lane house,multi-use,1,1,1,1,1,0,0,0,5
Xuhui,31.21278,121.56217,8500,1,1,1,0,55,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,8500,1,1,1,0,55,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,8500,1,1,1,0,50,0,public housing,residential,0,1,0,1,1,0,0,0,3
Xuhui,31.21278,121.56217,8500,1,1,1,0,50,0,attached lane house,multi-use,1,1,1,1,1,1,1,0,7
Xuhui,31.21278,121.56217,8500,1,1,1,0,60,0,attached lane house,multi-use,1,1,0,0,1,1,0,0,4
Xuhui,31.21278,121.56217,8500,1,1,1,0,50,0,attached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,31.21278,121.56217,8500,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,8500,2,1,1,0,60,0,public housing,residential,0,1,0,0,1,0,0,0,2
Huangpu,31.21278,121.56217,8500,1,1,1,0,40,0,public housing,residential,0,0,0,0,0,1,0,0,1
Jing'an,31.21278,121.56217,8500,1,0,1,0,40,0,detached lane house,residential,0,1,0,0,0,1,0,0,2
Jing'an,31.21278,121.56217,8500,1,0,1,0,45,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,8500,1,1,1,0,60,0,detached lane house,multi-use,0,0,0,0,1,0,0,0,1
Changning,31.21278,121.56217,8500,1,1,1,0,45,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,8500,1,2,1,0,70,0,detached lane house,multi-use,0,1,1,0,0,0,0,0,2
Pudong,31.21278,121.56217,8500,2,1,1,0,70,0,public housing,multi-use,1,1,1,1,1,0,1,0,6
Huangpu,31.21278,121.56217,8500,1,1,2,0,65,0,detached lane house,residential,1,1,1,1,1,0,0,0,5
Huangpu,31.21278,121.56217,8500,2,1,1,0,66,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,31.24185713,121.4426885,8500,1,1,1,0,40,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,8500,2,1,1,0,45,0,public housing,residential,0,1,0,1,0,0,0,0,2
Huangpu,31.21278,121.56217,8500,2,2,1,0,55,0,attached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,31.21607,121.44443,8500,1,1,1,0,50,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,8500,1,1,1,0,50,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,8500,1,2,1,0,50,0,public housing,residential,1,1,0,0,0,0,0,0,2
Huangpu,31.21278,121.56217,8500,1,1,1,0,45,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Huangpu,31.21278,121.56217,8500,1,1,1,0,50,0,detached lane house,multi-use,0,1,0,1,0,1,0,0,3
Xuhui,31.21278,121.56217,8500,1,1,1,0,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,8500,1,0,1,0,40,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Jing'an,31.24863,121.47429,8500,1,1,1,1,65,0,detached lane house,residential,0,1,0,0,0,0,0,1,2
Huangpu,31.21278,121.56217,8500,2,1,1,0,50,0,detached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,8500,1,1,1,0,1,0,attached lane house,residential,0,1,1,1,0,0,0,0,3
Xuhui,31.21278,121.56217,8500,1,1,1,0,60,0,attached lane house,multi-use,0,0,0,0,0,0,0,0,0
Huangpu,31.21278,121.56217,8500,1,2,1,0,45,0,detached lane house,multi-use,0,1,1,0,1,0,0,0,3
Huangpu,31.21278,121.56217,8500,1,1,1,1,40,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.180736,121.429627,8500,2,1,1,0,80,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,8500,2,1,1,0,80,0,attached lane house,residential,0,0,0,0,1,1,0,0,2
Xuhui,31.21278,121.56217,8500,1,1,1,0,65,0,public housing,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,8500,1,1,1,0,65,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,8500,1,2,1,0,70,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,8500,1,0,1,0,30,0,detached lane house,multi-use,1,1,0,0,0,0,0,0,2
Xuhui,31.21278,121.56217,8500,1,2,1,0,70,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,8500,1,2,1,0,72,0,public housing,residential,0,1,1,1,0,0,0,0,3
Xuhui,31.21278,121.56217,8500,1,0,1,0,40,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Changning,31.21278,121.56217,8500,1,1,1,0,55,0,detached lane house,multi-use,1,0,0,0,1,0,1,0,3
Changning,31.21278,121.56217,8500,2,1,1,0,50,0,public housing,residential,0,0,1,0,0,0,0,0,1
Xuhui,31.20384124,121.4350169,8500,1,0,1,0,25,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,8500,1,1,1,0,50,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Xuhui,31.20695,121.455515,8500,1,2,1,0,65,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Changning,31.21278,121.56217,8500,2,1,1,0,68,0,public housing,multi-use,0,1,1,0,1,0,0,0,3
Jing'an,31.21278,121.56217,8500,1,1,1,0,50,0,attached lane house,residential,1,0,0,0,1,0,0,0,2
Changning,31.21278,121.56217,8500,1,1,1,0,68,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.20735,121.43803,8500,1,1,1,0,60,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Baoshan,31.21278,121.56217,8500,4,1,2,0,120,0,public housing,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,8600,1,1,1,0,60,0,detached lane house,residential,0,0,0,0,0,1,0,0,1
Xuhui,31.21278,121.56217,8600,2,1,1,0,56,0,public housing,residential,0,1,1,1,0,0,0,0,3
Jing'an,31.21278,121.56217,8600,1,1,1,1,60,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,8600,1,1,1,0,40,0,public housing,residential,0,1,1,1,0,0,0,0,3
Changning,31.211412,121.426612,8600,2,2,1,0,70,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,31.217892,121.445386,8600,1,1,1,0,45,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,31.21278,121.56217,8600,1,2,1,1,50,0,detached lane house,residential,1,1,1,1,1,1,1,0,7
Jing'an,31.21278,121.56217,8600,1,1,15,0,50,0,attached lane house,residential,1,1,0,0,1,0,1,0,4
Jing'an,31.217892,121.445386,8600,1,1,1,0,40,0,public housing,residential,1,1,1,1,1,1,0,0,6
Xuhui,31.21278,121.56217,8600,1,1,1,1,60,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,8700,1,1,1,0,40,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,8700,1,1,1,0,52,0,public housing,residential,0,0,0,0,1,1,0,0,2
Jing'an,31.21278,121.56217,8800,1,2,1,0,55,0,attached lane house,residential,1,1,1,0,0,1,0,0,4
Jing'an,31.21278,121.56217,8800,1,0,1,0,39,0,detached lane house,residential,0,1,1,0,1,0,0,0,3
Huangpu,31.21278,121.56217,8800,1,1,1,0,50,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,8800,1,1,1,0,40,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.215738,121.471985,8800,1,1,1,0,40,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,8800,1,1,1,0,65,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Huangpu,31.21278,121.56217,8800,1,1,1,0,65,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Xuhui,31.21278,121.56217,8800,1,1,1,0,50,0,attached lane house,residential,0,1,1,0,1,0,0,0,3
Xuhui,31.21278,121.56217,8800,2,1,1,0,68,0,detached lane house,residential,0,1,1,1,1,0,0,0,4
Changning,31.21278,121.56217,8800,1,2,1,0,70,0,public housing,residential,1,1,1,0,1,1,0,0,5
Changning,31.21278,121.56217,8800,2,1,1,0,68,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,8800,1,1,1,1,60,0,attached lane house,multi-use,1,1,0,0,1,1,0,0,4
Xuhui,31.21278,121.56217,8800,1,2,1,0,45,0,detached lane house,multi-use,1,0,0,0,0,0,1,0,2
Xuhui,31.21278,121.56217,8800,1,1,1,0,50,0,public housing,multi-use,0,1,0,0,1,0,1,0,3
Xuhui,31.21278,121.56217,8800,1,1,1,0,37,0,detached lane house,residential,1,1,0,0,0,0,1,0,3
Huangpu,31.21278,121.56217,8800,1,1,1,0,60,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Pudong,31.21278,121.56217,8800,1,1,1,0,49,0,public housing,multi-use,0,1,1,1,1,0,0,0,4
Xuhui,31.21278,121.56217,8800,1,1,1,0,45,0,public housing,residential,1,1,1,0,1,0,0,1,5
Xuhui,31.21278,121.56217,8800,1,1,1,0,50,0,public housing,residential,0,1,1,0,0,0,0,0,2
Huangpu,31.21278,121.56217,8800,1,1,1,0,30,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,8800,2,0,1,0,55,0,public housing,residential,0,1,0,0,0,0,0,0,1
Changning,31.21278,121.56217,8800,2,1,1,0,70,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,8800,1,2,1,0,60,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,8800,1,1,1,0,60,0,attached lane house,residential,1,1,1,1,0,0,0,0,4
Changning,31.21278,121.56217,8800,2,1,1,0,60,0,public housing,residential,0,1,0,0,0,0,0,1,2
Changning,31.21278,121.56217,8800,2,1,1,0,60,0,public housing,residential,0,1,1,0,0,0,0,0,2
Jing'an,31.21278,121.56217,8800,1,1,1,0,70,0,attached lane house,residential,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,8800,1,2,1,0,60,0,attached lane house,multi-use,1,0,0,0,0,0,1,0,2
Xuhui,31.21278,121.56217,8800,1,1,1,0,48,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,8800,1,1,1,0,38,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,8800,1,1,1,0,45,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Changning,31.21278,121.56217,8800,1,2,1,0,45,0,detached lane house,residential,0,1,0,1,1,0,0,0,3
Xuhui,31.21278,121.56217,8800,1,2,1,1,60,0,detached lane house,multi-use,1,1,1,0,1,0,1,0,5
Xuhui,31.21278,121.56217,8800,1,2,1,0,65,0,attached lane house,multi-use,0,1,0,0,0,0,0,1,2
Jing'an,31.21278,121.56217,8900,1,1,1,0,60,0,attached lane house,residential,1,0,0,0,0,0,1,0,2
Xuhui,31.189752,121.431171,8900,3,0,1,0,70,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,8900,1,1,1,0,50,0,public housing,residential,1,1,0,0,0,0,0,0,2
Jing'an,31.21278,121.56217,8900,1,2,1,0,65,0,public housing,residential,1,1,1,1,0,0,0,0,4
Xuhui,31.21278,121.56217,8900,1,0,1,0,60,0,detached lane house,multi-use,1,0,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,8900,1,1,1,0,50,0,public housing,residential,1,1,0,1,0,0,0,0,3
Xuhui,31.21278,121.56217,9000,1,1,1,0,55,0,attached lane house,residential,0,1,1,0,0,0,0,0,2
Changning,31.21278,121.56217,9000,1,1,1,0,35,0,detached lane house,residential,0,1,1,1,0,0,0,0,3
Xuhui,31.21278,121.56217,9000,1,1,1,0,50,0,attached lane house,residential,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,9000,1,1,1,0,60,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,9000,2,2,1,0,50,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,9000,1,1,1,0,50,0,attached lane house,multi-use,1,0,0,0,1,0,1,1,4
Jing'an,31.21278,121.56217,9000,1,1,1,0,60,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,9000,2,2,1,0,100,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.226683,121.422149,9000,1,1,1,1,50,0,attached lane house,residential,1,0,1,0,0,0,0,1,3
Jing'an,31.21278,121.56217,9000,1,1,1,0,50,0,attached lane house,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,9000,1,1,1,0,65,0,public housing,multi-use,0,1,0,1,0,0,0,0,2
Xuhui,31.21278,121.56217,9000,1,1,1,0,50,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Changning,31.21278,121.56217,9000,1,2,1,0,50,0,public housing,residential,0,0,0,0,1,0,0,0,1
Changning,31.21278,121.56217,9000,2,2,1,0,65,0,public housing,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,9000,1,1,1,0,50,0,attached lane house,residential,0,0,0,0,1,0,0,0,1
Xuhui,31.21278,121.56217,9000,1,1,1,1,60,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,9000,1,2,1,1,60,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,9000,1,1,1,0,45,0,detached lane house,multi-use,1,1,0,0,0,0,1,0,3
Xuhui,31.21278,121.56217,9000,1,2,1,0,80,0,detached lane house,multi-use,0,1,0,0,1,0,0,0,2
Jing'an,31.21278,121.56217,9000,1,2,1,0,75,0,attached lane house,multi-use,0,1,1,0,1,0,0,0,3
Jing'an,31.24863,121.47429,9000,1,1,1,0,50,0,public housing,residential,1,1,1,0,0,0,0,0,3
Xuhui,31.21278,121.56217,9000,1,0,1,0,30,0,detached lane house,multi-use,0,1,1,0,0,0,0,0,2
Jing'an,31.2297,121.45274,9000,2,1,1,1,50,0,detached lane house,residential,0,1,0,0,0,0,0,0,1
Huangpu,31.21278,121.56217,9000,1,1,1,0,40,0,detached lane house,residential,1,1,0,0,0,0,0,0,2
Changning,31.214396,121.424896,9000,1,1,1,0,60,0,detached lane house,residential,1,0,0,0,1,0,0,0,2
Putuo,31.21278,121.56217,9000,2,1,1,0,75,0,public housing,multi-use,0,1,1,1,1,0,0,0,4
Xuhui,31.21278,121.56217,9000,1,2,1,0,50,0,detached lane house,residential,0,0,0,0,1,0,0,0,1
Jing'an,31.21278,121.56217,9000,2,1,1,0,69,0,attached lane house,residential,0,0,0,0,0,0,0,0,0
Xuhui,31.21278,121.56217,9000,1,1,1,0,70,0,public housing,residential,0,1,0,0,0,0,0,0,1
Jing'an,31.21278,121.56217,9000,1,1,1,0,40,0,attached lane house,residential,0,0,1,0,1,0,0,0,2
Xuhui,31.21278,121.56217,9000,1,2,1,1,40,0,attached lane house,residential,1,1,1,0,1,0,0,0,4
Huangpu,31.21278,121.56217,9000,2,1,1,0,60,0,public housing,residential,0,1,1,0,0,0,0,0,2
Xuhui,31.21278,121.56217,9000,1,1,1,0,70,0,public housing,residential,1,1,1,0,0,0,0,0,3
Changning,31.21278,121.56217,9000,1,1,1,0,45,0,attached lane house,residential,1,1,0,0,1,0,1,0,4
Changning,31.21278,121.56217,9000,1,1,1,0,40,0,public housing,residential,1,1,0,0,1,0,0,0,3
Huangpu,31.21278,121.56217,9000,1,1,1,0,65,0,detached lane house,residential,1,1,0,1,0,0,0,0,3
Pudong,31.21072652,121.5580677,9000,3,2,1,0,100,0,public housing,residential,0,1,1,0,0,0,0,1,3
Xuhui,31.21278,121.56217,9000,1,1,1,0,60,0,attached lane house,multi-use,0,0,0,0,1,0,0,0,1
Changning,31.21278,121.56217,9000,1,2,1,0,60,0,public housing,residential,0,0,0,0,1,0,0,0,1
Huangpu,31.21278,121.56217,9000,1,1,1,0,65,0,detached lane house,residential,0,1,0,1,0,0,0,0,2
Xuhui,31.21278,121.56217,9000,1,2,1,0,70,0,detached lane house,multi-use,0,1,0,0,0,0,0,0,1
Xuhui,31.21278,121.56217,9000,1,1,1,1,66,0,attached lane house,multi-use,0,1,0,0,1,0,0,0,2
Xuhui,31.21278,121.56217,9000,1,1,1,0,55,0,public housing,residential,0,1,0,1,1,0,0,0,3
Xuhui,31.21278,121.56217,9000,2,1,1,0,65,0,public housing,residential,0,1,1,0,0,0,0,0,2
